external_id,x_center,y_center,width,height,motor_visible
neg_done_ab2015-02-12-25_1_0_averaged_335_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-29-21_2_0_averaged_373_frame2.png,-1,-1,-1.0,-1.0,0
neg_T2SS_ab2014-10-15-22_0_0_averaged_729_frame1.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-29-35_1_0_averaged_555_frame3.png,42,206,39.0,53.0,1
T2SS_ab2015-05-29-27_0_1_averaged_726_frame0.png,116,22,31.0,36.0,1
T2SS_ab2015-02-12-5_0_0_averaged_745_frame2.png,88,219,32.0,22.0,1
neg_done_ab2014-010-14-20_2_1_averaged_90_frame3.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-7_3_1_averaged_656_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2015-02-12-9_0_1_averaged_218_frame4.png,56,224,33.0,37.0,1
neg_done_ab2014-010-14-26_0_0_averaged_269_frame0.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-29-35_2_0_averaged_557_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-010-14-8_0_1_averaged_186_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-29-30_1_0_averaged_195_frame0.png,170,176,39.0,53.0,1
done_ab2015-07-29-42_0_1_averaged_318_frame0.png,56,54,27.0,29.0,1
neg_done_ab2014-010-14-26_3_0_averaged_275_frame3.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-29-10_3_0_averaged_107_frame4.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-29-34_1_1_averaged_148_frame3.png,106,132,45.0,52.0,1
Bacilluslysemini0028_part121_2_averaged_frame3.png,50,139,27.0,20.0,1
neg_done_ab2014-10-15-21_0_1_averaged_514_frame3.png,-1,-1,-1.0,-1.0,0
Bacilluslysemini0003_part121_29_averaged_frame4.png,195,69,34.0,22.0,1
done_ab2015-05-29-29_0_0_averaged_705_frame0.png,104,56,41.0,53.0,1
T2SS_ab2014-10-29-6_0_0_averaged_761_frame0.png,146,90,31.0,43.0,1
done_ab2014-10-15-13_0_0_averaged_241_frame3.png,92,80,41.0,55.0,1
done_ab2014-10-29-16_1_1_averaged_532_frame1.png,158,110,25.0,43.0,1
done_ab2014-10-15-3_1_0_averaged_311_frame2.png,189,152,26.0,45.0,1
neg_done_ab2014-10-15-14_2_1_averaged_306_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-28-3_1_0_averaged_95_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-15-14_1_1_averaged_304_frame1.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-33_1_1_averaged_296_frame2.png,-1,-1,-1.0,-1.0,0
T2SS_ab2015-07-28-31_1_0_averaged_759_frame2.png,10,184,21.0,38.0,1
done_ab2015-07-28-23_0_1_averaged_698_frame3.png,28,224,39.0,47.0,1
done_ab2015-05-29-18_0_0_averaged_433_frame3.png,167,131,36.0,52.0,1
neg_done_ab2015-07-29-21_3_1_averaged_392_frame1.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-010-14-22_3_1_averaged_624_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-02-23-20_3_0_averaged_511_frame1.png,-1,-1,-1.0,-1.0,0
T2SS_ab2015-05-29-15_0_1_averaged_770_frame0.png,174,184,34.0,51.0,1
neg_done_ab2014-010-14-8_3_1_averaged_192_frame0.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-28-3_3_0_averaged_99_frame0.png,-1,-1,-1.0,-1.0,0
done_ab2014-010-14-22_1_1_averaged_620_frame2.png,138,156,33.0,31.0,1
T2SS_ab2014-10-29-34_1_1_averaged_752_frame4.png,28,112,43.0,52.0,1
neg_done_ab2015-05-29-16_0_0_averaged_401_frame4.png,-1,-1,-1.0,-1.0,0
done_ab2015-02-23-3_1_0_averaged_379_frame0.png,190,184,29.0,50.0,1
neg_done_ab2015-05-29-35_3_0_averaged_455_frame1.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-29-21_2_0_averaged_373_frame4.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-29-35_0_0_averaged_553_frame2.png,26,232,40.0,45.0,1
T2SS_ab2014-10-15-13_0_0_averaged_773_frame1.png,181,216,38.0,57.0,1
neg_done_ab2014-10-15-14_2_1_averaged_306_frame3.png,-1,-1,-1.0,-1.0,0
T2SS_ab2015-02-12-29_1_1_averaged_780_frame1.png,146,28,38.0,57.0,1
Bacilluslysemini0021_full_averaged_frame0.png,190,184,23.0,19.0,1
neg_done_ab2015-07-28-13_2_1_averaged_598_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-10_3_1_averaged_368_frame1.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-02-23-5_3_1_averaged_424_frame0.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-16_0_0_averaged_401_frame0.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-02-12-29_2_1_averaged_282_frame1.png,-1,-1,-1.0,-1.0,0
done_ab2014-010-14-1_0_1_averaged_626_frame1.png,184,108,37.0,43.0,1
neg_done_ab2015-05-29-14_0_1_averaged_162_frame0.png,-1,-1,-1.0,-1.0,0
T2SS_ab2015-05-29-27_1_1_averaged_728_frame2.png,141,66,38.0,44.0,1
neg_done_ab2014-10-15-3_1_0_averaged_311_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-29-35_0_0_averaged_553_frame4.png,-1,-1,-1.0,-1.0,0
done_ab2015-02-23-20_1_0_averaged_507_frame1.png,44,222,40.0,48.0,1
done_ab2014-10-29-12_0_1_averaged_262_frame3.png,19,52,38.0,49.0,1
done_ab2015-02-23-20_1_0_averaged_507_frame2.png,165,52,42.0,44.0,1
T2SS_ab2015-02-12-5_1_0_averaged_747_frame3.png,58,94,28.0,19.0,1
done_ab2014-10-29-21_1_0_averaged_371_frame0.png,90,150,39.0,47.0,1
done_ab2014-10-15-15_0_0_averaged_61_frame4.png,124,172,35.0,42.0,1
done_ab2014-10-29-24_1_0_averaged_287_frame1.png,84,82,41.0,51.0,1
neg_Bacillus_lysate_aba2013-09-05-12_0_0_averaged_11_frame3.png,-1,-1,-1.0,-1.0,0
done_ab2015-07-28-11_1_0_averaged_71_frame0.png,93,122,54.0,47.0,1
done_ab2014-010-14-20_0_1_averaged_86_frame1.png,196,64,35.0,46.0,1
done_ab2014-10-29-9_0_1_averaged_22_frame4.png,158,202,41.0,49.0,1
neg_done_ab2015-02-12-15_2_1_averaged_502_frame3.png,-1,-1,-1.0,-1.0,0
done_ab2015-02-12-4_0_0_averaged_521_frame1.png,21,222,42.0,41.0,1
neg_done_ab2015-05-29-15_3_1_averaged_232_frame1.png,-1,-1,-1.0,-1.0,0
Proteus_mirabilis_qya2015-11-19-6_0_0_averaged_13_frame2.png,-1,-1,-1.0,-1.0,0
T2SS_ab2015-05-29-27_1_1_averaged_728_frame3.png,162,56,37.0,49.0,1
T2SS_ab2015-05-29-14_1_1_averaged_756_frame3.png,164,162,38.0,49.0,1
neg_done_ab2014-10-29-12_1_1_averaged_264_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-16_1_0_averaged_403_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2015-07-28-23_1_1_averaged_700_frame1.png,44,190,29.0,35.0,1
neg_done_ab2015-05-29-5_3_1_averaged_544_frame1.png,-1,-1,-1.0,-1.0,0
done_ab2015-07-28-11_0_0_averaged_69_frame3.png,119,96,38.0,58.0,1
done_ab2014-10-29-23_0_1_averaged_666_frame4.png,180,98,38.0,53.0,1
neg_done_ab2014-10-29-9_2_1_averaged_26_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-010-14-20_1_1_averaged_88_frame0.png,-1,-1,-1.0,-1.0,0
Bacilluslysemini0005_full_averaged_frame0.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-12_3_1_averaged_184_frame3.png,-1,-1,-1.0,-1.0,0
done_ab2015-02-23-3_0_0_averaged_377_frame0.png,21,69,34.0,52.0,1
done_ab2014-10-29-12_1_1_averaged_264_frame4.png,14,160,27.0,46.0,1
done_ab2015-05-29-59_1_0_averaged_343_frame2.png,150,132,39.0,49.0,1
neg_done_ab2015-05-29-6_3_0_averaged_127_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-15-15_1_0_averaged_63_frame3.png,85,192,38.0,47.0,1
neg_done_ab2015-07-29-21_0_1_averaged_386_frame4.png,-1,-1,-1.0,-1.0,0
done_ab2015-07-28-13_0_1_averaged_594_frame1.png,13,178,26.0,45.0,1
done_ab2014-10-15-22_1_0_averaged_55_frame4.png,147,202,38.0,38.0,1
neg_done_ab2015-05-29-46_2_0_averaged_581_frame1.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-33_2_1_averaged_298_frame1.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-29-3_2_1_averaged_414_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-15-22_3_0_averaged_59_frame0.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-02-23-5_1_1_averaged_420_frame0.png,-1,-1,-1.0,-1.0,0
neg_Bacillus_subtilis_mba2010-08-30-1_0_0_averaged_1_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-07-28-14_3_1_averaged_160_frame1.png,-1,-1,-1.0,-1.0,0
neg_Bacillus_lysate_aba2013-09-05-29_0_0_averaged_22_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-29-34_1_1_averaged_148_frame1.png,-1,-1,-1.0,-1.0,0
done_ab2015-07-29-42_0_1_averaged_318_frame2.png,81,36,44.0,47.0,1
neg_done_ab2015-05-29-55_2_1_averaged_462_frame0.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-18_0_0_averaged_433_frame3.png,-1,-1,-1.0,-1.0,0
done_ab2015-07-28-13_1_1_averaged_596_frame3.png,81,46,42.0,51.0,1
neg_done_ab2015-02-12-5_2_0_averaged_133_frame3.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-02-12-25_0_0_averaged_333_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-15_2_1_averaged_230_frame1.png,-1,-1,-1.0,-1.0,0
done_ab2015-05-29-41_0_0_averaged_233_frame1.png,121,98,38.0,39.0,1
neg_Bacillus_lysate_aba2013-09-05-22_0_0_averaged_14_frame4.png,-1,-1,-1.0,-1.0,0
Pseudomonasaeruginosa_ab2015-02-23-48_0_0_averaged_17_frame4.png,172,44,45.0,45.0,1
done_ab2015-02-23-2_1_1_averaged_80_frame0.png,107,172,36.0,52.0,1
T2SS_ab2015-02-23-2_1_1_averaged_740_frame4.png,184,222,36.0,51.0,1
neg_T2SS_ab2015-02-23-2_0_1_averaged_738_frame0.png,-1,-1,-1.0,-1.0,0
T2SS_ab2015-02-12-29_1_1_averaged_780_frame4.png,18,46,36.0,56.0,1
neg_done_ab2014-10-29-12_3_1_averaged_268_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2015-02-12-4_0_0_averaged_521_frame0.png,100,112,37.0,43.0,1
done_ab2014-10-29-3_0_1_averaged_410_frame2.png,54,221,33.0,42.0,1
neg_done_ab2015-07-28-13_0_1_averaged_594_frame0.png,-1,-1,-1.0,-1.0,0
neg_Bacillus_lysate_aba2013-09-05-22_0_0_averaged_14_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-010-14-8_3_1_averaged_192_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-29-18_3_0_averaged_487_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2014-010-14-19_1_0_averaged_691_frame4.png,58,142,37.0,45.0,1
done_ab2015-02-12-27_1_0_averaged_31_frame3.png,84,166,41.0,47.0,1
neg_done_ab2014-10-29-9_2_1_averaged_26_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-010-14-20_0_1_averaged_86_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-02-12-9_2_1_averaged_222_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2014-010-14-1_0_1_averaged_626_frame2.png,14,64,26.0,47.0,1
neg_done_ab2015-05-29-2_3_0_averaged_479_frame1.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-010-14-6_0_1_averaged_602_frame3.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-4_2_0_averaged_717_frame4.png,-1,-1,-1.0,-1.0,0
done_ab2015-05-29-23_3_1_averaged_648_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-15-22_1_0_averaged_55_frame0.png,154,97,40.0,42.0,1
neg_done_ab2014-10-29-10_2_0_averaged_105_frame3.png,-1,-1,-1.0,-1.0,0
neg_Bacillus_lysate_aba2013-09-05-17_0_0_averaged_3_frame4.png,-1,-1,-1.0,-1.0,0
Bacilluslysemini0017_full_averaged_frame4.png,172,136,30.0,17.0,1
neg_done_ab2015-07-28-31_1_0_averaged_171_frame0.png,-1,-1,-1.0,-1.0,0
done_ab2014-010-14-26_1_0_averaged_271_frame0.png,63,46,36.0,40.0,1
Bacilluslysemini0019_part121_5_averaged_frame2.png,70,240,29.0,21.0,1
neg_done_ab2014-10-29-2_1_1_averaged_684_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-29-3_2_1_averaged_414_frame4.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-29-18_3_0_averaged_487_frame1.png,132,100,29.0,41.0,1
T2SS_ab2015-02-12-5_0_0_averaged_745_frame4.png,32,40,29.0,20.0,1
done_ab2015-05-29-46_1_0_averaged_579_frame1.png,35,76,44.0,47.0,1
neg_done_ab2014-10-29-31_3_0_averaged_431_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-15_1_1_averaged_228_frame0.png,-1,-1,-1.0,-1.0,0
T2SS_ab2015-05-29-14_0_1_averaged_754_frame3.png,144,191,38.0,50.0,1
neg_done_ab2014-10-15-13_0_0_averaged_241_frame4.png,-1,-1,-1.0,-1.0,0
Proteus_mirabilis_qya2015-11-19-25_0_0_averaged_11_frame4.png,94,244,29.0,23.0,1
neg_done_ab2014-10-29-9_2_1_averaged_26_frame1.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-010-14-22_1_1_averaged_620_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2014-010-14-20_0_1_averaged_86_frame0.png,198,132,34.0,46.0,1
done_ab2014-10-15-14_0_1_averaged_302_frame3.png,176,174,31.0,51.0,1
Bacilluslysemini0019_part121_5_averaged_frame0.png,208,198,23.0,22.0,1
T2SS_ab2015-02-12-9_0_1_averaged_766_frame1.png,133,82,36.0,45.0,1
neg_done_ab2015-07-29-16_3_0_averaged_679_frame0.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-02-12-27_3_0_averaged_35_frame3.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-55_2_1_averaged_462_frame2.png,-1,-1,-1.0,-1.0,0
T2SS_ab2015-07-28-31_0_0_averaged_757_frame0.png,22,48,35.0,27.0,1
done_ab2015-02-23-2_0_1_averaged_78_frame2.png,188,94,42.0,45.0,1
neg_done_ab2015-05-29-55_1_1_averaged_460_frame4.png,-1,-1,-1.0,-1.0,0
done_ab2015-05-29-14_0_1_averaged_162_frame2.png,166,34,31.0,47.0,1
done_ab2014-010-14-1_1_1_averaged_628_frame1.png,121,130,42.0,41.0,1
neg_done_ab2014-10-29-12_2_1_averaged_266_frame0.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-12_0_1_averaged_178_frame1.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-29-33_0_0_averaged_441_frame3.png,-1,-1,-1.0,-1.0,0
neg_Pseudomonasaeruginosa_ab2015-02-23-48_0_0_averaged_17_frame3.png,-1,-1,-1.0,-1.0,0
T2SS_ab2015-07-28-11_0_0_averaged_733_frame2.png,46,130,37.0,43.0,1
done_ab2015-05-29-58_1_0_averaged_491_frame0.png,52,50,30.0,40.0,1
10nov24a_Bacillusproto_001_averaged_frame1.png,-1,-1,-1.0,-1.0,0
done_ab2014-010-14-22_1_1_averaged_620_frame4.png,170,122,35.0,47.0,1
neg_done_ab2015-05-29-23_2_1_averaged_646_frame3.png,-1,-1,-1.0,-1.0,0
T2SS_ab2014-10-15-22_1_0_averaged_731_frame3.png,164,118,33.0,41.0,1
done_ab2015-07-28-23_0_1_averaged_698_frame0.png,41,172,36.0,50.0,1
neg_done_ab2015-07-28-13_2_1_averaged_598_frame0.png,-1,-1,-1.0,-1.0,0
done_ab2015-07-28-18_0_0_averaged_609_frame0.png,132,196,34.0,45.0,1
neg_done_ab2015-05-28-3_3_0_averaged_99_frame1.png,-1,-1,-1.0,-1.0,0
neg_Proteus_mirabilis_qya2015-11-19-29_0_0_averaged_10_frame4.png,-1,-1,-1.0,-1.0,0
Bacilluslysemini0026_part121_17_averaged_frame1.png,124,120,25.0,17.0,1
done_ab2015-07-28-11_0_0_averaged_69_frame1.png,11,84,22.0,40.0,1
neg_done_ab2015-05-28-3_0_0_averaged_93_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-07-28-14_1_1_averaged_156_frame0.png,-1,-1,-1.0,-1.0,0
done_ab2015-05-29-5_1_1_averaged_540_frame2.png,29,48,38.0,53.0,1
done_ab2015-05-29-12_1_1_averaged_180_frame3.png,160,58,39.0,47.0,1
done_ab2015-07-28-31_0_0_averaged_169_frame4.png,43,220,40.0,51.0,1
done_ab2015-02-23-2_0_1_averaged_78_frame3.png,106,93,41.0,50.0,1
neg_done_ab2014-10-29-31_2_0_averaged_429_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-010-14-1_2_1_averaged_630_frame4.png,-1,-1,-1.0,-1.0,0
done_ab2015-07-28-30_1_1_averaged_328_frame1.png,106,136,36.0,50.0,1
done_ab2015-05-29-5_0_1_averaged_538_frame2.png,106,34,29.0,44.0,1
done_ab2015-05-29-29_1_0_averaged_707_frame3.png,52,64,33.0,61.0,1
done_ab2014-10-29-30_1_0_averaged_195_frame4.png,12,73,24.0,48.0,1
Proteus_mirabilis_qya2015-11-19-7_0_0_averaged_7_frame3.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-02-23-2_0_1_averaged_78_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-29-13_0_0_averaged_633_frame3.png,128,172,43.0,45.0,1
done_ab2014-10-29-23_1_1_averaged_668_frame4.png,168,96,37.0,55.0,1
neg_done_ab2015-02-12-29_2_1_averaged_282_frame3.png,-1,-1,-1.0,-1.0,0
done_ab2015-05-29-35_1_0_averaged_451_frame4.png,73,143,40.0,52.0,1
done_ab2015-02-12-15_0_1_averaged_498_frame2.png,136,134,35.0,46.0,1
done_ab2014-010-14-8_1_1_averaged_188_frame1.png,66,129,41.0,38.0,1
neg_done_ab2015-05-29-58_3_0_averaged_495_frame3.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-15-15_3_0_averaged_67_frame4.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-10-15-7_2_0_averaged_469_frame1.png,-1,-1,-1.0,-1.0,0
Bacilluslysemini0008_full_averaged_frame3.png,-1,-1,-1.0,-1.0,0
done_ab2015-05-29-59_0_0_averaged_341_frame4.png,153,132,38.0,57.0,1
neg_done_ab2015-05-29-2_3_0_averaged_479_frame0.png,-1,-1,-1.0,-1.0,0
neg_done_ab2014-010-14-19_2_0_averaged_693_frame1.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-02-12-27_2_0_averaged_33_frame3.png,-1,-1,-1.0,-1.0,0
T2SS_ab2015-02-12-29_1_1_averaged_780_frame0.png,119,208,36.0,55.0,1
done_ab2015-02-12-1_0_0_averaged_393_frame0.png,50,184,29.0,37.0,1
done_ab2014-010-14-20_0_1_averaged_86_frame3.png,23,87,34.0,46.0,1
done_ab2015-07-29-42_1_1_averaged_320_frame3.png,152,110,41.0,41.0,1
done_ab2015-07-28-18_0_0_averaged_609_frame1.png,102,170,39.0,44.0,1
neg_done_ab2015-05-29-29_2_0_averaged_709_frame2.png,-1,-1,-1.0,-1.0,0
neg_done_ab2015-05-29-33_1_1_averaged_296_frame0.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-29-33_1_0_averaged_443_frame2.png,125,118,30.0,36.0,1
done_ab2014-10-29-2_2_1_averaged_686_frame4.png,-1,-1,-1.0,-1.0,0
done_ab2015-05-29-14_1_1_averaged_164_frame3.png,34,207,42.0,50.0,1
neg_done_ab2015-02-12-15_2_1_averaged_502_frame0.png,-1,-1,-1.0,-1.0,0
done_ab2015-02-23-2_1_1_averaged_80_frame4.png,126,226,36.0,51.0,1
done_ab2014-010-14-8_1_1_averaged_188_frame4.png,165,108,32.0,33.0,1
done_ab2014-10-15-22_0_0_averaged_53_frame1.png,50,234,41.0,29.0,1
done_ab2015-07-28-18_2_0_averaged_613_frame1.png,87,78,46.0,40.0,1
done_ab2015-02-23-2_1_1_averaged_80_frame1.png,30,228,35.0,56.0,1
neg_done_ab2014-10-15-15_3_0_averaged_67_frame0.png,-1,-1,-1.0,-1.0,0
Bacilluslysemini0023_full_averaged_frame1.png,64,152,31.0,23.0,1
neg_done_ab2015-05-29-12_1_1_averaged_180_frame2.png,-1,-1,-1.0,-1.0,0
done_ab2014-10-29-10_0_0_averaged_101_frame1.png,26,167,43.0,50.0,1
