filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
Bacilluslysemini0001_part121_33_averaged_frame4.png,33146,"{""caption"":""Bacilluslysemini0001_part121_33_averaged_frame4"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/Bacilluslysemini0001_part121_33_averaged_frame4.png""}",1,0,"{""name"":""rect"",""x"":77.5,""y"":125.0,""width"":25.0,""height"":24.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-010-14-26_1_0_averaged_271_frame1.png,37790,"{""caption"":""done_ab2014-010-14-26_1_0_averaged_271_frame1"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-010-14-26_1_0_averaged_271_frame1.png""}",1,0,"{""name"":""rect"",""x"":24.0,""y"":97.5,""width"":26.0,""height"":33.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-05-29-55_1_1_averaged_460_frame0.png,57054,"{""caption"":""done_ab2015-05-29-55_1_1_averaged_460_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-05-29-55_1_1_averaged_460_frame0.png""}",1,0,"{""name"":""rect"",""x"":26.5,""y"":119.5,""width"":39.0,""height"":49.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-18_0_0_averaged_481_frame0.png,57552,"{""caption"":""done_ab2014-10-29-18_0_0_averaged_481_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-18_0_0_averaged_481_frame0.png""}",1,0,"{""name"":""rect"",""x"":58.5,""y"":157.5,""width"":43.0,""height"":49.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-15-3_0_0_averaged_309_frame1.png,58476,"{""caption"":""done_ab2014-10-15-3_0_0_averaged_309_frame1"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-15-3_0_0_averaged_309_frame1.png""}",1,0,"{""name"":""rect"",""x"":86.5,""y"":45.0,""width"":35.0,""height"":50.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-02-12-12_0_0_averaged_353_frame2.png,59985,"{""caption"":""done_ab2015-02-12-12_0_0_averaged_353_frame2"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-02-12-12_0_0_averaged_353_frame2.png""}",1,0,"{""name"":""rect"",""x"":62.0,""y"":83.0,""width"":32.0,""height"":40.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-15-13_0_0_averaged_241_frame4.png,58065,"{""caption"":""done_ab2014-10-15-13_0_0_averaged_241_frame4"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-15-13_0_0_averaged_241_frame4.png""}",1,0,"{""name"":""rect"",""x"":143.0,""y"":215.0,""width"":34.0,""height"":36.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-24_0_0_averaged_285_frame0.png,58299,"{""caption"":""done_ab2014-10-29-24_0_0_averaged_285_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-24_0_0_averaged_285_frame0.png""}",1,0,"{""name"":""rect"",""x"":110.0,""y"":1.5,""width"":34.0,""height"":53.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-16_0_1_averaged_530_frame0.png,55911,"{""caption"":""done_ab2014-10-29-16_0_1_averaged_530_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-16_0_1_averaged_530_frame0.png""}",1,0,"{""name"":""rect"",""x"":159.0,""y"":20.0,""width"":24.0,""height"":46.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2015-07-28-31_0_0_averaged_757_frame3.png,56979,"{""caption"":""T2SS_ab2015-07-28-31_0_0_averaged_757_frame3"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2015-07-28-31_0_0_averaged_757_frame3.png""}",1,0,"{""name"":""rect"",""x"":11.5,""y"":184.5,""width"":37.0,""height"":55.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-05-29-59_1_0_averaged_343_frame4.png,57013,"{""caption"":""done_ab2015-05-29-59_1_0_averaged_343_frame4"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-05-29-59_1_0_averaged_343_frame4.png""}",1,0,"{""name"":""rect"",""x"":98.5,""y"":189.0,""width"":39.0,""height"":58.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-15-15_1_0_averaged_63_frame2.png,58870,"{""caption"":""done_ab2014-10-15-15_1_0_averaged_63_frame2"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-15-15_1_0_averaged_63_frame2.png""}",1,0,"{""name"":""rect"",""x"":5.5,""y"":204.0,""width"":37.0,""height"":48.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2014-10-15-14_0_1_averaged_782_frame0.png,55141,"{""caption"":""T2SS_ab2014-10-15-14_0_1_averaged_782_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2014-10-15-14_0_1_averaged_782_frame0.png""}",1,0,"{""name"":""rect"",""x"":174.0,""y"":150.5,""width"":32.0,""height"":51.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-35_1_0_averaged_555_frame3.png,59378,"{""caption"":""done_ab2014-10-29-35_1_0_averaged_555_frame3"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-35_1_0_averaged_555_frame3.png""}",1,0,"{""name"":""rect"",""x"":22.5,""y"":179.5,""width"":39.0,""height"":53.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2015-05-29-27_0_1_averaged_726_frame0.png,58307,"{""caption"":""T2SS_ab2015-05-29-27_0_1_averaged_726_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2015-05-29-27_0_1_averaged_726_frame0.png""}",1,0,"{""name"":""rect"",""x"":100.5,""y"":4.0,""width"":31.0,""height"":36.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2015-02-12-5_0_0_averaged_745_frame2.png,59861,"{""caption"":""T2SS_ab2015-02-12-5_0_0_averaged_745_frame2"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2015-02-12-5_0_0_averaged_745_frame2.png""}",1,0,"{""name"":""rect"",""x"":72.0,""y"":208.0,""width"":32.0,""height"":22.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-02-12-9_0_1_averaged_218_frame4.png,38353,"{""caption"":""done_ab2015-02-12-9_0_1_averaged_218_frame4"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-02-12-9_0_1_averaged_218_frame4.png""}",1,0,"{""name"":""rect"",""x"":39.5,""y"":205.5,""width"":33.0,""height"":37.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-30_1_0_averaged_195_frame0.png,58383,"{""caption"":""done_ab2014-10-29-30_1_0_averaged_195_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-30_1_0_averaged_195_frame0.png""}",1,0,"{""name"":""rect"",""x"":150.5,""y"":149.5,""width"":39.0,""height"":53.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-07-29-42_0_1_averaged_318_frame0.png,54269,"{""caption"":""done_ab2015-07-29-42_0_1_averaged_318_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-07-29-42_0_1_averaged_318_frame0.png""}",1,0,"{""name"":""rect"",""x"":42.5,""y"":39.5,""width"":27.0,""height"":29.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-34_1_1_averaged_148_frame3.png,54281,"{""caption"":""done_ab2014-10-29-34_1_1_averaged_148_frame3"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-34_1_1_averaged_148_frame3.png""}",1,0,"{""name"":""rect"",""x"":83.5,""y"":106.0,""width"":45.0,""height"":52.0}","{""name"":""flagellum"",""type"":""bacteria""}"
Bacilluslysemini0028_part121_2_averaged_frame3.png,34337,"{""caption"":""Bacilluslysemini0028_part121_2_averaged_frame3"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/Bacilluslysemini0028_part121_2_averaged_frame3.png""}",1,0,"{""name"":""rect"",""x"":36.5,""y"":129.0,""width"":27.0,""height"":20.0}","{""name"":""flagellum"",""type"":""bacteria""}"
Bacilluslysemini0003_part121_29_averaged_frame4.png,34090,"{""caption"":""Bacilluslysemini0003_part121_29_averaged_frame4"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/Bacilluslysemini0003_part121_29_averaged_frame4.png""}",1,0,"{""name"":""rect"",""x"":178.0,""y"":58.0,""width"":34.0,""height"":22.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-05-29-29_0_0_averaged_705_frame0.png,59282,"{""caption"":""done_ab2015-05-29-29_0_0_averaged_705_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-05-29-29_0_0_averaged_705_frame0.png""}",1,0,"{""name"":""rect"",""x"":83.5,""y"":29.5,""width"":41.0,""height"":53.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2014-10-29-6_0_0_averaged_761_frame0.png,52512,"{""caption"":""T2SS_ab2014-10-29-6_0_0_averaged_761_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2014-10-29-6_0_0_averaged_761_frame0.png""}",1,0,"{""name"":""rect"",""x"":130.5,""y"":68.5,""width"":31.0,""height"":43.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-15-13_0_0_averaged_241_frame3.png,58019,"{""caption"":""done_ab2014-10-15-13_0_0_averaged_241_frame3"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-15-13_0_0_averaged_241_frame3.png""}",1,0,"{""name"":""rect"",""x"":71.5,""y"":52.5,""width"":41.0,""height"":55.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-16_1_1_averaged_532_frame1.png,55792,"{""caption"":""done_ab2014-10-29-16_1_1_averaged_532_frame1"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-16_1_1_averaged_532_frame1.png""}",1,0,"{""name"":""rect"",""x"":145.5,""y"":88.5,""width"":25.0,""height"":43.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-15-3_1_0_averaged_311_frame2.png,56143,"{""caption"":""done_ab2014-10-15-3_1_0_averaged_311_frame2"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-15-3_1_0_averaged_311_frame2.png""}",1,0,"{""name"":""rect"",""x"":176.0,""y"":129.5,""width"":26.0,""height"":45.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2015-07-28-31_1_0_averaged_759_frame2.png,57100,"{""caption"":""T2SS_ab2015-07-28-31_1_0_averaged_759_frame2"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2015-07-28-31_1_0_averaged_759_frame2.png""}",1,0,"{""name"":""rect"",""x"":-0.5,""y"":165.0,""width"":21.0,""height"":38.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-07-28-23_0_1_averaged_698_frame3.png,56518,"{""caption"":""done_ab2015-07-28-23_0_1_averaged_698_frame3"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-07-28-23_0_1_averaged_698_frame3.png""}",1,0,"{""name"":""rect"",""x"":8.5,""y"":200.5,""width"":39.0,""height"":47.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-05-29-18_0_0_averaged_433_frame3.png,53722,"{""caption"":""done_ab2015-05-29-18_0_0_averaged_433_frame3"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-05-29-18_0_0_averaged_433_frame3.png""}",1,0,"{""name"":""rect"",""x"":149.0,""y"":105.0,""width"":36.0,""height"":52.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2015-05-29-15_0_1_averaged_770_frame0.png,55181,"{""caption"":""T2SS_ab2015-05-29-15_0_1_averaged_770_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2015-05-29-15_0_1_averaged_770_frame0.png""}",1,0,"{""name"":""rect"",""x"":157.0,""y"":158.5,""width"":34.0,""height"":51.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-010-14-22_1_1_averaged_620_frame2.png,56974,"{""caption"":""done_ab2014-010-14-22_1_1_averaged_620_frame2"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-010-14-22_1_1_averaged_620_frame2.png""}",1,0,"{""name"":""rect"",""x"":121.5,""y"":140.5,""width"":33.0,""height"":31.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2014-10-29-34_1_1_averaged_752_frame4.png,55454,"{""caption"":""T2SS_ab2014-10-29-34_1_1_averaged_752_frame4"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2014-10-29-34_1_1_averaged_752_frame4.png""}",1,0,"{""name"":""rect"",""x"":6.5,""y"":86.0,""width"":43.0,""height"":52.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-02-23-3_1_0_averaged_379_frame0.png,58597,"{""caption"":""done_ab2015-02-23-3_1_0_averaged_379_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-02-23-3_1_0_averaged_379_frame0.png""}",1,0,"{""name"":""rect"",""x"":175.5,""y"":159.0,""width"":29.0,""height"":50.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-35_0_0_averaged_553_frame2.png,58673,"{""caption"":""done_ab2014-10-29-35_0_0_averaged_553_frame2"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-35_0_0_averaged_553_frame2.png""}",1,0,"{""name"":""rect"",""x"":6.0,""y"":209.5,""width"":40.0,""height"":45.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2014-10-15-13_0_0_averaged_773_frame1.png,57667,"{""caption"":""T2SS_ab2014-10-15-13_0_0_averaged_773_frame1"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2014-10-15-13_0_0_averaged_773_frame1.png""}",1,0,"{""name"":""rect"",""x"":162.0,""y"":187.5,""width"":38.0,""height"":57.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2015-02-12-29_1_1_averaged_780_frame1.png,59816,"{""caption"":""T2SS_ab2015-02-12-29_1_1_averaged_780_frame1"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2015-02-12-29_1_1_averaged_780_frame1.png""}",1,0,"{""name"":""rect"",""x"":127.0,""y"":-0.5,""width"":38.0,""height"":57.0}","{""name"":""flagellum"",""type"":""bacteria""}"
Bacilluslysemini0021_full_averaged_frame0.png,34411,"{""caption"":""Bacilluslysemini0021_full_averaged_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/Bacilluslysemini0021_full_averaged_frame0.png""}",1,0,"{""name"":""rect"",""x"":178.5,""y"":174.5,""width"":23.0,""height"":19.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-010-14-1_0_1_averaged_626_frame1.png,54970,"{""caption"":""done_ab2014-010-14-1_0_1_averaged_626_frame1"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-010-14-1_0_1_averaged_626_frame1.png""}",1,0,"{""name"":""rect"",""x"":165.5,""y"":86.5,""width"":37.0,""height"":43.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2015-05-29-27_1_1_averaged_728_frame2.png,57373,"{""caption"":""T2SS_ab2015-05-29-27_1_1_averaged_728_frame2"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2015-05-29-27_1_1_averaged_728_frame2.png""}",1,0,"{""name"":""rect"",""x"":122.0,""y"":44.0,""width"":38.0,""height"":44.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-02-23-20_1_0_averaged_507_frame1.png,56938,"{""caption"":""done_ab2015-02-23-20_1_0_averaged_507_frame1"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-02-23-20_1_0_averaged_507_frame1.png""}",1,0,"{""name"":""rect"",""x"":24.0,""y"":198.0,""width"":40.0,""height"":48.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-12_0_1_averaged_262_frame3.png,57860,"{""caption"":""done_ab2014-10-29-12_0_1_averaged_262_frame3"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-12_0_1_averaged_262_frame3.png""}",1,0,"{""name"":""rect"",""x"":0.0,""y"":27.5,""width"":38.0,""height"":49.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-02-23-20_1_0_averaged_507_frame2.png,59273,"{""caption"":""done_ab2015-02-23-20_1_0_averaged_507_frame2"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-02-23-20_1_0_averaged_507_frame2.png""}",1,0,"{""name"":""rect"",""x"":144.0,""y"":30.0,""width"":42.0,""height"":44.0}","{""name"":""flagellum"",""type"":""bacteria""}"
T2SS_ab2015-02-12-5_1_0_averaged_747_frame3.png,60626,"{""caption"":""T2SS_ab2015-02-12-5_1_0_averaged_747_frame3"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/T2SS_ab2015-02-12-5_1_0_averaged_747_frame3.png""}",1,0,"{""name"":""rect"",""x"":44.0,""y"":84.5,""width"":28.0,""height"":19.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-21_1_0_averaged_371_frame0.png,53833,"{""caption"":""done_ab2014-10-29-21_1_0_averaged_371_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-21_1_0_averaged_371_frame0.png""}",1,0,"{""name"":""rect"",""x"":70.5,""y"":126.5,""width"":39.0,""height"":47.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-15-15_0_0_averaged_61_frame4.png,57754,"{""caption"":""done_ab2014-10-15-15_0_0_averaged_61_frame4"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-15-15_0_0_averaged_61_frame4.png""}",1,0,"{""name"":""rect"",""x"":106.5,""y"":151.0,""width"":35.0,""height"":42.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-10-29-24_1_0_averaged_287_frame1.png,58118,"{""caption"":""done_ab2014-10-29-24_1_0_averaged_287_frame1"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-10-29-24_1_0_averaged_287_frame1.png""}",1,0,"{""name"":""rect"",""x"":63.5,""y"":56.5,""width"":41.0,""height"":51.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2015-07-28-11_1_0_averaged_71_frame0.png,56267,"{""caption"":""done_ab2015-07-28-11_1_0_averaged_71_frame0"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2015-07-28-11_1_0_averaged_71_frame0.png""}",1,0,"{""name"":""rect"",""x"":66.0,""y"":98.5,""width"":54.0,""height"":47.0}","{""name"":""flagellum"",""type"":""bacteria""}"
done_ab2014-010-14-20_0_1_averaged_86_frame1.png,59890,"{""caption"":""done_ab2014-010-14-20_0_1_averaged_86_frame1"",""public_domain"":""no"",""image_url"":""http://www.robots.ox.ac.uk/~vgg/images/done_ab2014-010-14-20_0_1_averaged_86_frame1.png""}",1,0,"{""name"":""rect"",""x"":178.5,""y"":41.0,""width"":35.0,""height"":46.0}","{""name"":""flagellum"",""type"":""bacteria""}"
